case_id,proposal,anchor_violation,policy_permits,effect_equivalent,model_requests_clarify,effect_sets
formal-048404,19,False,True,False,False,"[[0, 4, 10, 15, 18, 19, 20], [3, 4, 6, 9, 10, 18, 19], [2, 4, 11, 18, 19], [4, 16, 18, 19, 20]]"
formal-048405,0,False,True,False,True,"[[3, 4, 8, 11, 13, 18, 19], [0, 4, 8, 9, 13, 15, 16, 18, 19]]"
formal-048406,23,False,True,False,False,"[[1, 5, 10, 11, 15, 23], [1, 2, 4, 11, 15, 18, 22, 23]]"
formal-048407,0,False,True,False,False,"[[3, 13, 19], [0, 6, 9, 12, 13, 22], [5, 10, 13, 15, 21]]"
formal-048408,11,False,True,False,False,"[[1, 7, 8, 13, 17, 18], [18, 23], [6, 18]]"
formal-048409,17,False,True,False,False,"[[2, 17, 22], [1, 2, 5, 9, 22], [3, 5, 6, 22]]"
formal-048410,3,True,True,False,False,"[[0, 3, 11, 12, 17, 20, 23], [0, 11, 17]]"
formal-048411,22,False,True,False,False,"[[2, 3, 7], [3, 5, 6, 7, 11, 15]]"
formal-048412,11,False,True,False,False,"[[], [11]]"
formal-048413,6,False,True,False,False,"[[0, 6, 14, 15, 16, 18], [1, 2, 3, 13, 14, 16], [3, 14, 17]]"
formal-048414,21,False,True,False,False,"[[2, 13, 23], [8, 10, 13, 16, 18, 23]]"
formal-048415,21,True,True,False,False,"[[18], [1, 6, 14, 17, 19, 22], []]"
formal-048416,22,False,True,False,False,"[[5, 9], [0, 12, 16, 22]]"
formal-048417,14,False,True,False,False,"[[2], [2, 6, 14]]"
formal-048418,23,True,True,False,False,"[[1, 9, 19], [23], [18, 19], [8]]"
formal-048419,13,False,True,False,False,"[[9, 11, 14, 18, 22], [6, 8, 14, 16, 18, 20], [3, 4, 10, 14, 18, 21]]"
formal-048420,21,False,True,False,True,"[[1, 2, 3, 9, 12, 16, 21], [1, 2, 3, 6, 9, 10, 21], [2, 3, 21], [2, 3, 13, 18, 21, 23]]"
formal-048421,15,False,True,False,False,"[[0, 1, 9, 10, 20], [1, 7, 10, 13, 19]]"
formal-048422,7,False,False,True,False,"[[7], [7]]"
formal-048423,11,False,True,False,False,"[[0, 18], [1, 4, 11, 13, 17, 18], [3, 7, 12, 18]]"
formal-048424,11,False,False,False,False,"[[5, 19], [1, 7, 8, 12, 13, 14, 19], [4, 9, 12, 13, 14, 19], [3, 4, 14, 19, 20, 22]]"
formal-048425,0,False,False,False,False,"[[9, 11, 19], [0, 9, 11, 13, 22], [3, 5, 7, 8, 11, 15, 20]]"
formal-048426,23,False,True,False,False,"[[1, 2, 15, 21, 22], [1, 8, 15, 20, 21, 23]]"
formal-048427,17,False,True,False,False,"[[5, 9, 14, 18], [5, 9, 18], [5, 9, 17, 18, 20], [5, 9, 18]]"
formal-048428,14,False,True,False,False,"[[2, 6, 9, 13, 20], [2, 9, 11, 20, 23], [0, 2, 9, 13, 14, 20, 23]]"
formal-048429,18,False,True,False,False,"[[6, 15, 21], [1, 21], [1, 5, 10, 11, 15, 21, 23]]"
formal-048430,0,False,True,False,False,"[[0, 9, 10, 13, 14, 18], [10], [10, 11, 13, 19, 20]]"
formal-048431,22,False,False,False,False,"[[0, 9, 10, 14, 17, 20, 22], [7, 22]]"
formal-048432,6,False,True,False,False,"[[], [6]]"
formal-048433,23,False,True,False,False,"[[9, 23], [2, 5, 8, 9, 23], [0, 3, 9, 14, 15, 16, 18, 23], [9, 19, 22, 23]]"
formal-048434,8,False,True,False,False,"[[3, 8, 10, 11, 12, 16, 18], [3, 4, 8, 10, 16, 22, 23]]"
formal-048435,23,False,True,False,False,"[[17, 19], [17], [4, 7, 17, 18, 20, 21], [17]]"
formal-048436,22,False,True,False,True,"[[3, 17], [], [2, 7, 11, 12, 13, 15], [3, 9, 11, 15, 18, 19]]"
formal-048437,1,True,True,False,False,"[[3, 5, 12, 21, 23], [5, 11, 12, 18, 21, 23]]"
formal-048438,22,True,True,False,False,"[[12, 17, 18], [5, 13, 16, 18, 19], [3, 4, 6, 7, 12]]"
formal-048439,20,False,False,False,False,"[[0, 1, 2, 3, 11, 14, 21], [0, 3, 4, 7, 8, 13, 14, 15, 21], [3, 14, 21], [1, 3, 4, 6, 13, 14, 18, 21]]"
formal-048440,5,False,True,False,False,"[[1, 2, 7, 12, 16, 21, 22], [0, 1, 6, 7, 8, 13, 17, 19]]"
formal-048441,6,True,True,False,False,"[[0, 2, 10, 15, 19, 23], [8, 9, 11, 18, 20, 23], [2, 6, 7, 15, 22, 23], [1, 11, 12, 23]]"
formal-048442,10,False,True,False,False,"[[0, 1, 3, 13, 14, 17, 22], [1, 10, 13, 21], [1, 4, 12, 13], [1, 4, 7, 9, 13, 15]]"
formal-048443,10,False,True,False,False,"[[0, 4, 5, 7, 11, 19], [0, 15, 17], [0, 12]]"
formal-048444,1,False,True,False,False,"[[3, 12], [1, 3, 7, 10, 18, 21, 22], [3, 7, 9, 12, 15, 23]]"
formal-048445,10,True,True,False,False,"[[10, 23], [23], [23]]"
formal-048446,6,True,False,False,False,"[[2, 16], [2, 4, 6, 9, 16, 23]]"
formal-048447,13,False,True,False,False,"[[2, 7, 8, 13, 16], [4, 7, 8, 15, 16, 18], [6, 7, 8, 9, 11, 13, 16, 19], [8, 16]]"
formal-048448,11,False,True,False,False,"[[1, 12], [1, 4, 7, 8, 11, 12, 14, 16], [1, 12], [1, 12, 13, 14, 15]]"
formal-048449,12,False,True,False,False,"[[7, 12, 13, 18, 19], [1, 13, 19, 21], [2, 9, 11, 13, 19]]"
formal-048450,11,False,True,False,False,"[[1, 16], [0, 16, 23], [5, 6, 11, 12, 13, 14, 16]]"
formal-048451,14,False,True,False,False,"[[1, 2, 10, 12, 13, 15, 16], [13, 14, 16, 18], [15, 16, 19], [9, 16, 23]]"
formal-048452,14,False,True,False,False,"[[0, 5, 6, 11, 15, 17], [6, 7, 19]]"
formal-048453,18,False,True,False,False,"[[0, 10, 18, 20], [0, 2, 4, 18, 20], [0, 5, 14, 18, 20, 21, 22], [0, 2, 5, 14, 16, 18]]"
formal-048454,0,False,True,False,False,"[[13], [0, 13, 20, 23]]"
formal-048455,7,False,True,False,False,"[[2, 7, 8, 12, 17, 18, 19, 20], [7, 8, 12], [1, 6, 7, 8, 12, 13, 14, 18, 21], [1, 7, 8, 11, 12]]"
formal-048456,0,False,True,False,False,"[[2, 3, 5, 9, 11, 12, 15, 21], [2, 9, 11]]"
formal-048457,13,False,True,False,False,"[[4, 13, 18, 19, 21], [4], [2, 3, 4, 11, 15, 20], [3, 4, 9, 21]]"
formal-048458,13,False,True,False,False,"[[10, 13, 14, 20], [4, 8, 9, 13, 20]]"
formal-048459,5,False,True,False,False,"[[], [4, 5]]"
formal-048460,6,False,True,False,True,"[[2, 3, 4, 8, 10, 15, 18], [3, 6, 11, 12, 18, 19], [1, 3, 16, 19, 23]]"
formal-048461,3,False,True,False,True,"[[3, 5, 16, 19, 20], [7, 12, 14, 20], [3, 6, 7, 14, 16, 18, 20], [1, 3, 7, 20, 21, 22]]"
formal-048462,6,False,False,False,False,"[[6, 9, 11, 17], [1, 3, 9, 11, 14, 17, 19], [6, 9, 10, 11, 16, 17, 20], [9, 11, 17]]"
formal-048463,2,False,True,False,False,"[[0, 3, 4, 9, 10, 14, 15, 18], [1, 3, 4, 9, 13, 21]]"
formal-048464,2,False,True,False,False,"[[0, 6, 9, 12, 13, 15], [8, 14, 16, 17], [0, 1, 3, 5, 13, 23], []]"
formal-048465,10,False,True,False,False,"[[7, 8, 10, 14, 18, 19, 22], [18], [4, 16, 18]]"
formal-048466,7,False,True,False,False,"[[4, 10, 11, 15, 19, 23], [11, 12, 14, 15], [2, 7, 9, 14, 15, 17], [0, 11, 13, 15, 19]]"
formal-048467,19,True,True,False,False,"[[0, 6, 12, 13, 14, 16, 17, 18], [5, 6, 12, 16, 18, 21, 22], [1, 6, 12, 13, 16, 18, 19, 20]]"
formal-048468,18,False,True,False,True,"[[0, 8, 10, 14, 15, 21], [0, 2, 10, 14, 21], [0, 4, 6, 7, 8, 10, 11, 14, 16], [0, 1, 6, 10, 11, 14, 16, 23]]"
formal-048469,10,False,True,False,False,"[[10], [1, 4, 10, 22], [3, 10, 13, 19, 23]]"
formal-048470,4,False,True,False,False,"[[6, 15, 16, 18, 23], [0, 1, 6, 8, 23], [1, 3, 6, 11, 19, 23], [1, 4, 6, 23]]"
formal-048471,16,True,True,False,False,"[[7], [14, 16, 17]]"
formal-048472,14,False,True,False,False,"[[2, 4, 5, 8, 12, 14], [1, 13, 14, 22], [1, 6, 9]]"
formal-048473,13,False,True,False,False,"[[1, 6, 11, 12, 13], [1, 11, 13]]"
formal-048474,1,True,True,False,False,"[[0, 3, 11, 15, 17, 18, 20], [1, 11], [11], [11]]"
formal-048475,1,False,True,False,True,"[[8, 19, 21], [1, 3, 4, 5, 8, 11, 19, 21, 22]]"
formal-048476,9,False,True,False,False,"[[0, 1, 4, 6, 12, 13], [9, 13, 14, 20], [1, 4, 13, 20]]"
formal-048477,11,False,True,False,False,"[[0, 1, 3, 7, 10, 22], [0, 7, 8, 11, 15, 17, 19]]"
formal-048478,22,True,True,False,False,"[[1, 18, 19], [18, 19], [1, 5, 11, 13, 18, 19, 22]]"
formal-048479,15,False,True,False,True,"[[7, 15, 17, 20, 23], [18, 20]]"
formal-048480,5,False,False,False,False,"[[5, 10, 13, 14, 16, 18, 23], [2, 3, 6, 10, 19, 20, 23]]"
formal-048481,3,False,True,False,True,"[[2, 6], [2, 3]]"
formal-048482,7,False,True,False,True,"[[0, 2, 7, 9, 10], [7]]"
formal-048483,21,False,True,False,False,"[[4, 5, 10, 17, 19, 20, 21, 23], [0, 1, 4, 5, 11, 14, 19, 23], [4, 5, 15, 19, 20, 22, 23], [1, 4, 5, 17, 19]]"
formal-048484,2,False,True,False,True,"[[13, 20], [3, 10, 17, 20, 23]]"
formal-048485,18,False,False,False,True,"[[4, 5, 7, 9, 11, 15, 23], [23], [6, 7, 11, 16, 18, 19, 23]]"
formal-048486,19,True,True,True,False,"[[], []]"
formal-048487,6,True,True,False,False,"[[4, 6, 15, 22], [0, 2, 3, 4, 6, 15, 22], [4, 6, 8, 12, 15, 16, 20, 22], [6, 15, 22, 23]]"
formal-048488,5,False,True,False,False,"[[16, 21], [5, 11, 16, 20], [16], [12, 16]]"
formal-048489,21,True,True,False,True,"[[0, 1, 9, 13, 17, 21, 23], [1, 17], [0, 1, 12, 16, 17], [1, 6, 7, 13, 15, 17]]"
formal-048490,20,False,True,False,False,"[[2, 8, 12, 15, 18, 20, 21], [8, 9, 10, 16, 17, 20]]"
formal-048491,17,False,True,False,False,"[[4, 15, 17, 22], [6, 7, 13, 21, 22]]"
formal-048492,3,False,True,False,True,"[[2, 3, 4, 7, 11, 12, 19, 21, 22], [3, 4, 8, 9, 11, 17, 19, 22]]"
formal-048493,3,False,True,False,False,"[[5, 12, 18, 19], [5, 14, 18, 19], [2, 3, 17, 18, 19]]"
formal-048494,9,False,True,False,True,"[[8, 9, 10, 14, 15, 18, 22], [8, 12, 14, 22], [0, 7, 8, 14, 18, 21]]"
formal-048495,16,False,True,False,True,"[[6, 13, 15, 17], [2, 14, 16, 17, 18]]"
formal-048496,2,False,True,False,True,"[[0, 7, 8, 9, 13], [7, 8, 10, 15, 18, 20, 21, 22], [0, 1, 7, 8, 13, 20, 21, 22], [2, 3, 7, 8, 15, 20]]"
formal-048497,3,False,True,False,False,"[[6, 11, 16], [3, 10, 12, 19], [9, 17, 20, 23], [6, 13, 21]]"
formal-048498,6,False,True,False,False,"[[2, 13, 23], [5, 15, 22], [13]]"
formal-048499,8,False,True,False,False,"[[8, 11], [4, 8, 9, 11, 12, 17, 19], [5, 8, 11, 15, 20, 22], [8, 11, 14, 21, 23]]"
formal-048500,13,False,True,False,True,"[[7, 8], [1, 7, 8, 13, 21, 23]]"
formal-048501,8,False,False,False,True,"[[8, 9], [9]]"
formal-048502,16,False,True,False,False,"[[9, 16, 22], [1, 6, 9, 22], [2, 5, 7, 9, 11, 15, 22, 23], [1, 3, 5, 9, 10, 15, 22]]"
formal-048503,10,False,True,False,True,"[[1, 19], [1, 5, 9, 11, 12, 13, 19, 22], [1, 10, 19]]"
formal-048504,20,False,True,False,False,"[[0, 4, 5, 6, 7, 10, 13, 15], [5, 6, 8, 13, 20]]"
formal-048505,22,True,True,False,False,"[[0], [1, 16, 17, 18, 22], [3, 5, 11, 14, 18, 21]]"
formal-048506,7,False,True,False,False,"[[0, 8], [0, 7, 8, 15, 16, 21]]"
formal-048507,2,False,True,False,False,"[[3, 4, 5, 6, 9, 10, 12, 15], [0, 2, 3, 4, 10, 12, 20], [3, 4, 8, 12, 17, 21]]"
formal-048508,3,True,True,False,True,"[[3, 10, 13, 15], [1, 6, 14, 21], [7, 22]]"
formal-048509,7,False,True,False,False,"[[6, 7, 14], [6, 7, 16, 18, 19, 20]]"
formal-048510,22,False,True,False,False,"[[4, 14, 16, 17, 21, 23], [0, 4, 9, 17, 22], [0, 9, 14, 15, 21], [0, 5, 20]]"
formal-048511,9,False,True,False,False,"[[1, 7, 9, 12, 19, 22], [22], [1, 7, 9], [10, 19, 21]]"
formal-048512,21,False,True,False,False,"[[1, 5, 9, 11, 12, 13, 19, 22], [3, 4, 7, 11, 12, 14, 17, 22], [4, 9, 12, 16, 18, 21, 22]]"
formal-048513,17,False,True,False,False,"[[2, 5, 9, 10, 13, 19, 21], [1, 3, 5, 10, 12, 15, 17, 21]]"
formal-048514,12,False,True,False,False,"[[2, 22], [10], [3, 5, 6, 9, 10, 23], [1, 5, 9, 11, 12, 20]]"
formal-048515,16,False,True,False,False,"[[7, 13, 16, 19, 20], [0, 7, 9, 14, 19, 20, 22], [5, 6, 7, 12, 16, 20]]"
formal-048516,5,False,True,False,False,"[[2, 5, 12, 18, 19, 20], [4, 14, 17, 21, 22], [1, 2, 15, 16]]"
formal-048517,11,False,True,False,False,"[[2, 4, 5, 10, 12, 18, 20, 22], [0, 4, 11, 12, 13, 15, 20]]"
formal-048518,10,False,True,False,False,"[[2, 5, 10, 13, 18, 20], [7, 10, 11, 14], [0], []]"
formal-048519,21,False,True,False,False,"[[0, 6, 9, 11], [5, 21]]"
formal-048520,5,False,True,False,False,"[[0, 1, 5, 9, 16, 17, 18], [0, 4, 9, 11, 17, 18, 21, 22]]"
formal-048521,21,True,True,False,False,"[[5, 6, 10], [5, 6, 7, 10, 12, 14, 18, 23], [5, 6, 10, 11, 12, 16, 21]]"
formal-048522,3,False,True,False,False,"[[0, 9, 21, 22], [1, 6, 11, 12, 15, 21, 22], [2, 3, 4, 21], [1, 10, 13, 15, 21]]"
formal-048523,11,False,True,False,False,"[[6, 8, 9, 11, 13, 14, 19, 20], [7, 12, 14, 19, 20], [10, 14, 20, 23]]"
formal-048524,7,False,True,False,False,"[[2, 6, 10, 19, 20], [6, 9, 19, 20], [6, 7, 11, 14, 15, 19, 23]]"
formal-048525,9,False,True,False,False,"[[0, 14], [0, 3, 14, 16, 18, 23], [0, 9, 12, 13, 14, 15], [0, 14]]"
formal-048526,4,False,True,False,True,"[[0, 2, 6, 10, 19], [8, 23], [3, 7, 14], [3, 4, 5, 9, 11, 22]]"
formal-048527,19,False,True,False,False,"[[13, 16, 17, 18, 19, 21], [10, 18], [1, 8, 9, 13, 17, 18, 21], [3, 10, 18]]"
formal-048528,0,False,True,False,False,"[[0, 6, 7, 14, 21], [3, 6, 7, 10, 13, 14, 23], [7, 23]]"
formal-048529,17,False,True,False,False,"[[14, 17, 18, 19, 23], [3, 4, 5, 9, 12, 14, 15, 18, 19]]"
formal-048530,14,False,False,False,False,"[[14], [7], [18], [10]]"
formal-048531,7,False,True,False,False,"[[1, 2, 5, 19], [0, 1, 11], [0, 16, 18, 19, 20], []]"
formal-048532,10,False,False,False,False,"[[13, 14, 19], [0, 6, 10, 14, 19, 23]]"
formal-048533,2,False,True,False,False,"[[2, 7, 13, 23], [2, 3, 10, 13, 17, 18, 23], [2, 4, 5, 10, 12, 13, 21, 23], [2, 4, 5, 10, 13, 21, 22, 23]]"
formal-048534,21,False,True,False,False,"[[0, 2, 4, 6, 8, 14, 17, 21, 23], [1, 4, 8, 15, 21, 23]]"
formal-048535,22,True,True,False,False,"[[13, 18, 21], [13, 14]]"
formal-048536,18,False,True,False,False,"[[7, 21], [7, 13, 20, 21], [2, 3, 4, 6, 7, 12, 18, 21], [7, 9, 19, 21, 22]]"
formal-048537,18,False,True,False,False,"[[4, 7, 13, 16, 19], [7, 8, 10, 12, 16, 18, 19], [2, 7, 9, 10, 16, 21]]"
formal-048538,13,False,True,False,True,"[[1, 3, 4, 8, 11, 13, 15, 17], [3, 15]]"
formal-048539,16,False,True,False,False,"[[0, 8, 9, 13, 17, 19, 22], [0, 6, 7, 9, 12, 13, 14, 19], [9, 10, 13, 16, 18, 19, 20]]"
formal-048540,2,False,True,False,False,"[[2, 13, 20], [2, 6, 8, 13, 21]]"
formal-048541,10,False,True,False,True,"[[2, 10, 11, 22], []]"
formal-048542,5,False,True,False,False,"[[3, 19, 20], [], [0, 5, 7, 18, 22], [10]]"
formal-048543,3,False,True,False,False,"[[4, 5, 6, 8, 11, 20], [3, 5, 7, 8, 13, 21], [5, 8]]"
formal-048544,13,True,False,False,False,"[[7, 8, 13, 19, 21], [2, 6, 8, 13, 16, 19], [8, 13, 15, 19, 20, 23], [8, 13, 19, 22]]"
formal-048545,7,False,True,False,False,"[[7, 22], []]"
formal-048546,6,False,True,False,False,"[[5, 11, 12, 15, 18, 23], [8, 10, 15, 23], [16], [3]]"
formal-048547,4,False,True,False,True,"[[5, 6, 8, 12, 13, 14], [3, 6, 8, 13, 15, 23], [6, 9, 21, 22]]"
formal-048548,14,False,True,False,False,"[[1, 12], [1, 12], [0, 1, 12, 13, 14, 17, 23], [1, 12]]"
formal-048549,17,False,True,False,False,"[[0, 4, 6, 10, 17, 23], [0, 17, 23], [0, 3, 8, 12, 17, 19, 23]]"
formal-048550,6,False,True,False,False,"[[4, 5, 6, 12, 13, 16, 19, 20], [12, 16], [5, 12, 16, 17], [8, 12, 13, 16]]"
formal-048551,9,False,True,False,False,"[[2, 5, 8, 13, 17, 23], [], [0, 2, 12, 14, 20, 23], [0, 5, 9, 20, 23]]"
formal-048552,12,True,True,False,False,"[[6, 7, 9, 11, 16, 22], [9, 15, 16, 21], [9, 16], [1, 6, 9, 12, 16, 19, 21, 22]]"
formal-048553,18,False,True,False,False,"[[5, 6, 8, 10, 16], [11], [4, 15, 18], []]"
formal-048554,8,True,True,False,False,"[[1, 2, 5, 8, 19], [9, 10, 14, 16, 19]]"
formal-048555,15,False,True,False,False,"[[8, 16, 22], [5, 16, 19, 21, 23], [16]]"
formal-048556,11,False,True,False,False,"[[1, 4, 8, 12, 14, 16], [4, 14, 16], [2, 4, 7, 11, 14, 15, 16, 19], [4, 14, 16, 19]]"
formal-048557,6,False,True,False,False,"[[1, 6, 10, 12, 15, 20], [3, 9, 14], [2, 6, 9, 12, 15]]"
formal-048558,1,False,True,False,False,"[[1, 16, 17, 22], [11, 13, 16, 17, 18, 19, 22], [13, 15, 17, 19, 22, 23], [0, 7, 12, 15, 19, 22, 23]]"
formal-048559,17,False,True,False,False,"[[17, 18], [13, 17, 18, 20]]"
formal-048560,17,False,True,False,False,"[[0, 3, 17, 20, 23], [1, 5, 7, 10, 15]]"
formal-048561,19,False,True,False,True,"[[7, 9, 11, 13], [4, 11, 13, 14, 18], [11, 13], [0, 6, 7, 11, 13, 19, 20]]"
formal-048562,0,False,True,False,False,"[[0, 5, 14, 17, 19], [0, 5, 9, 13]]"
formal-048563,3,False,True,False,False,"[[1, 2, 4, 11, 16, 17, 18, 19], [2, 3, 9, 17], [2, 14, 17]]"
formal-048564,15,False,False,False,False,"[[5, 7, 13, 16, 20, 22], [13, 20, 22], [0, 6, 13, 17, 18, 22], [7, 8, 13, 14, 16, 19, 22]]"
formal-048565,0,False,True,False,True,"[[4, 5, 21], [1, 18, 19, 21], [0, 8, 12, 14, 15, 21], [0, 14, 15, 16, 18, 21]]"
formal-048566,23,True,True,False,True,"[[2, 4, 14, 23], []]"
formal-048567,20,False,True,False,False,"[[3, 7, 17, 20, 21, 22], [5, 6, 9, 13, 20, 22], [0, 20, 22]]"
formal-048568,6,False,True,False,False,"[[5, 6, 16, 19], []]"
formal-048569,19,False,True,False,False,"[[0, 8, 19], [0, 8, 11, 19]]"
formal-048570,5,False,True,False,False,"[[21, 22], [22], [5, 22], [1, 2, 17, 22, 23]]"
formal-048571,9,True,True,False,True,"[[2, 5, 6, 8, 12, 20], [2, 3, 6, 8, 9, 14]]"
formal-048572,4,True,True,False,True,"[[3, 9, 12, 18, 22], [0, 3, 14, 18, 20, 22], [2, 3, 5, 8, 10, 13, 16, 18, 22]]"
formal-048573,7,False,True,False,True,"[[], [4, 7, 22]]"
formal-048574,1,False,True,False,False,"[[7, 8, 11, 12, 14, 16, 22], [1, 2, 7, 10, 12, 15, 17], [3, 6, 7, 8, 12, 19, 20], [0, 1, 3, 4, 7, 10, 19]]"
formal-048575,7,False,True,False,False,"[[13, 20], [8, 9, 10, 13], [1, 6, 11, 12, 13, 18]]"
formal-048576,14,False,True,False,False,"[[1, 7, 9, 13, 17], [1, 13, 17], [0, 1, 3, 8, 11, 13, 17, 20, 22]]"
formal-048577,3,False,False,False,False,"[[2, 3], [0, 5, 19], [1, 6, 7, 14, 18], [19]]"
formal-048578,7,False,True,False,False,"[[4], [1, 10, 16, 17, 19], [5, 7, 18, 20], [2]]"
formal-048579,18,True,True,False,False,"[[5, 9, 18, 21, 23], [13, 16, 18, 19, 20, 23]]"
formal-048580,16,False,True,False,False,"[[5], [5, 6, 10, 11, 13, 18], [5, 19]]"
formal-048581,15,False,True,False,False,"[[2, 4, 9, 16, 23], [9, 20], [4, 7, 8, 9, 14, 15], []]"
formal-048582,5,False,True,False,False,"[[5, 10, 15, 23], [5, 6, 10, 11, 12, 15, 16, 17], [0, 5, 10, 12, 15], [3, 5, 6, 9, 10, 14, 15, 18, 21]]"
formal-048583,19,False,True,False,True,"[[4, 8, 17, 18], [4, 14, 17, 18], [4, 17, 18], [4, 7, 10, 12, 17, 18, 19, 21]]"
formal-048584,18,False,True,False,False,"[[6, 16, 17, 18, 21], [6, 15, 16, 18]]"
formal-048585,21,False,True,False,False,"[[4, 5, 7, 12, 16, 19, 21, 22], [7, 12, 16], [0, 7, 11, 12, 16, 17, 18, 20, 22]]"
formal-048586,14,False,True,False,True,"[[0, 2, 8, 9, 16, 18, 22], [2, 4, 5, 6, 14, 18, 19, 22, 23], [2, 5, 11, 16, 17, 18, 20, 22], [0, 2, 4, 9, 15, 18, 22]]"
formal-048587,4,False,True,False,False,"[[6, 9, 12, 14, 16, 22], [10, 11, 13, 14, 16], [14]]"
formal-048588,18,False,True,False,False,"[[2, 6, 7, 8, 10, 18, 20, 23], [2, 5, 6, 11, 14, 16, 17, 20], [2, 7, 16, 20]]"
formal-048589,2,False,True,False,False,"[[0, 3, 5, 12, 13, 14, 21, 23], [1, 5, 10, 12, 15, 18, 19, 21]]"
formal-048590,16,False,True,False,False,"[[5, 6, 7, 8], [4, 5, 7, 9, 10, 16, 23], [5, 7, 10, 21]]"
formal-048591,7,False,True,False,False,"[[8, 14], [6, 8, 14, 15, 16, 19, 20, 23], [6, 8, 10, 14, 18, 20, 23], [1, 3, 7, 8, 13, 14, 17, 23]]"
formal-048592,16,False,True,False,False,"[[8, 16, 19], [8, 9, 14, 16, 19, 20, 23], [6, 12, 13, 16, 17, 18, 19]]"
formal-048593,23,False,True,False,False,"[[1, 5, 9, 15, 17, 19, 20], [15], [0, 9, 10, 15, 16, 19, 20]]"
formal-048594,16,False,True,False,True,"[[3, 17, 23], [1, 6, 21, 22, 23], [16, 23]]"
formal-048595,18,False,True,False,False,"[[2, 4, 14], [3, 13, 15], [7, 12, 16, 18, 21], [16]]"
formal-048596,16,False,True,False,False,"[[4, 6, 11, 13, 16, 17, 23], [0, 5, 8, 10, 13, 15, 16, 17, 22], [5, 6, 10, 13, 14, 16, 17, 20], [1, 12, 13, 16, 17, 20, 21, 22]]"
formal-048597,13,False,True,False,False,"[[1], [13, 14, 15, 17]]"
formal-048598,9,True,True,False,False,"[[2, 3, 9, 13, 14, 18, 23], [6, 8, 11, 13, 15, 19, 20]]"
formal-048599,16,False,True,False,False,"[[11], [6, 10, 11, 16, 21]]"
formal-048600,3,True,True,False,True,"[[2, 4, 12, 21], [12, 21], [12, 21], [3, 5, 12, 21]]"
formal-048601,6,False,True,False,False,"[[3, 14], []]"
formal-048602,23,False,True,False,False,"[[3, 4, 9, 10, 14], [8, 9, 10, 13]]"
formal-048603,22,True,True,False,False,"[[3, 6, 21, 22, 23], [17, 20], [3, 4, 7, 16, 18, 23], []]"
formal-048604,8,False,True,False,False,"[[5, 8, 9, 12, 13], [0, 1, 12, 16, 17], [4, 11, 14, 15, 16, 22], [0, 6, 14]]"
formal-048605,21,False,True,False,False,"[[3, 5, 6, 19, 21], [5, 6, 7, 19, 21]]"
formal-048606,11,False,True,False,False,"[[9, 13, 16, 17, 19, 20, 23], [10, 13, 14, 17, 19, 21, 23], [4, 13, 15, 19, 23], [3, 8, 10, 13, 14, 16, 19, 23]]"
formal-048607,9,False,True,False,False,"[[], [], [8, 9]]"
formal-048608,14,False,True,False,False,"[[], [1, 10, 13, 15, 17, 19], [17], [1, 5, 7, 8]]"
formal-048609,17,False,True,False,False,"[[5, 13, 14, 17, 19, 20, 22], [5, 14], [5, 14], [3, 5, 14, 19, 20]]"
formal-048610,13,False,True,False,False,"[[0, 1, 11, 14, 21, 22], [], [13, 21], [3, 5, 6, 11, 21]]"
formal-048611,1,True,True,False,False,"[[2, 5, 12, 16, 23], [0, 9, 23]]"
formal-048612,10,False,True,False,False,"[[5, 6, 9, 10, 18, 21], [1, 9, 11, 12, 16, 17], [0, 1, 7, 9, 17, 18, 21], [5, 9]]"
formal-048613,10,False,True,False,False,"[[10], [], [4, 8, 9, 21, 23]]"
formal-048614,2,False,True,False,False,"[[13, 19, 20], [2, 4, 17, 18], [0, 3, 4, 7, 8], []]"
formal-048615,3,False,True,False,False,"[[3, 6, 19, 22], [0, 3, 17, 19, 20, 23]]"
formal-048616,5,False,False,False,False,"[[5, 13, 19, 21], [5, 16, 21], [1, 5, 9, 11, 13, 15, 21]]"
formal-048617,5,False,True,False,False,"[[5, 11, 14], [4, 7, 8, 22], [9, 18, 20]]"
formal-048618,21,False,True,False,False,"[[], [2, 6, 9, 19], [0, 13, 21], [6]]"
formal-048619,23,False,True,False,True,"[[4, 5, 8, 9, 23], [5, 8, 9, 11, 16, 18], [1, 5, 8, 9, 10, 12]]"
formal-048620,14,False,True,False,False,"[[1, 8, 9, 10, 14, 18], [6, 7, 8, 14, 16, 17, 18, 20], [0, 1, 8, 12, 13, 17, 18], [8, 18]]"
formal-048621,15,False,True,False,True,"[[5, 15], [1, 10, 15], [11, 15]]"
formal-048622,14,True,True,False,False,"[[6, 11, 14], [4, 6, 11, 14], [2, 6, 7, 11, 12, 14, 18, 21]]"
formal-048623,22,False,True,False,False,"[[9, 13, 22], [3, 13, 14, 16, 17, 21]]"
formal-048624,7,False,True,False,False,"[[5, 6, 10, 17, 20], [5, 17], [5, 9, 14, 17]]"
formal-048625,22,False,True,False,True,"[[10], [2, 6, 14, 18, 22]]"
formal-048626,3,False,True,False,False,"[[0, 1, 6, 7, 12, 14, 19], [0, 6, 7, 9, 12, 15, 20, 22, 23], [6, 7, 8, 10, 12, 21], [0, 1, 6, 7, 12, 14]]"
formal-048627,4,False,True,False,True,"[[0, 1, 4, 10, 11, 16, 20], [0, 17, 22]]"
